id,hitId,qInd,motionType,effortsLeft,effortsRight,selected0,selected1
"A3P22ONCXSY2PS ",3,2,0,"[0,1,-1,1]","[0,-1,1,-1]",0,1
"A3P22ONCXSY2PS ",3,3,0,"[-1,0,-1,0]","[1,0,1,1]",1,2
"A3P22ONCXSY2PS ",3,4,0,"[0,-1,1,-1]","[1,1,1,0]",0,2
"A3P22ONCXSY2PS ",3,5,0,"[0,-1,-1,1]","[0,1,0,-1]",1,2
"A3P22ONCXSY2PS ",3,6,0,"[-1,0,0,-1]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",3,7,0,"[-1,1,0,0]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",3,8,0,"[1,-1,0,0]","[1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",3,9,0,"[1,0,0,-1]","[-1,-1,1,0]",0,1
"A3P22ONCXSY2PS ",3,10,0,"[-1,0,1,-1]","[-1,0,0,-1]",0,2
"A3P22ONCXSY2PS ",3,11,0,"[0,-1,0,1]","[1,-1,1,0]",0,2
"A3P22ONCXSY2PS ",6,0,0,"[1,1,-1,0]","[1,0,-1,-1]",1,2
"A3P22ONCXSY2PS ",6,1,0,"[1,1,-1,0]","[1,0,-1,-1]",1,2
"A3P22ONCXSY2PS ",6,2,0,"[1,1,0,-1]","[1,1,0,0]",0,2
"A3P22ONCXSY2PS ",6,3,0,"[0,-1,-1,-1]","[1,0,0,-1]",1,2
"A3P22ONCXSY2PS ",6,4,0,"[1,0,0,1]","[1,0,1,1]",1,2
"A3P22ONCXSY2PS ",6,5,0,"[-1,1,0,-1]","[0,1,0,-1]",0,2
"A3P22ONCXSY2PS ",6,6,0,"[0,1,-1,-1]","[-1,1,-1,0]",1,2
"A3P22ONCXSY2PS ",6,7,0,"[0,-1,-1,-1]","[-1,1,0,0]",1,2
"A3P22ONCXSY2PS ",6,8,0,"[1,-1,-1,0]","[0,1,-1,-1]",1,2
"A3P22ONCXSY2PS ",6,9,0,"[1,-1,1,0]","[0,-1,-1,1]",0,1
"A3P22ONCXSY2PS ",6,10,0,"[-1,0,1,-1]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",6,11,0,"[-1,1,0,0]","[-1,0,1,0]",0,2
"A3P22ONCXSY2PS ",7,0,0,"[0,1,0,-1]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",7,1,0,"[0,1,0,-1]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",7,2,0,"[-1,1,0,1]","[1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",7,3,0,"[-1,-1,0,0]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",7,4,0,"[-1,-1,-1,0]","[-1,1,0,-1]",1,2
"A3P22ONCXSY2PS ",7,5,0,"[-1,0,0,1]","[1,1,0,0]",1,2
"A3P22ONCXSY2PS ",7,6,0,"[1,-1,-1,0]","[1,0,1,-1]",1,2
"A3P22ONCXSY2PS ",7,7,0,"[-1,1,0,-1]","[0,-1,0,1]",1,2
"A3P22ONCXSY2PS ",7,8,0,"[1,0,1,0]","[0,0,1,1]",0,2
"A3P22ONCXSY2PS ",7,9,0,"[-1,1,0,1]","[1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",7,10,0,"[0,-1,0,1]","[1,0,1,1]",0,1
"A3P22ONCXSY2PS ",7,11,0,"[1,1,0,0]","[-1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",8,0,0,"[1,0,-1,-1]","[1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",8,1,0,"[1,0,-1,-1]","[1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",8,2,0,"[1,0,1,0]","[1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",8,3,0,"[-1,0,-1,0]","[1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",8,4,0,"[1,1,0,1]","[-1,0,-1,1]",1,2
"A3P22ONCXSY2PS ",8,5,0,"[1,0,0,-1]","[-1,0,0,1]",0,1
"A3P22ONCXSY2PS ",8,6,0,"[1,0,1,0]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",8,7,0,"[0,-1,0,-1]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",8,8,0,"[-1,1,-1,0]","[1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",8,9,0,"[-1,-1,0,-1]","[-1,0,1,-1]",0,2
"A3P22ONCXSY2PS ",8,10,0,"[0,-1,-1,1]","[1,0,-1,0]",1,2
"A3P22ONCXSY2PS ",8,11,0,"[-1,-1,-1,0]","[-1,1,-1,0]",1,2
"A3P22ONCXSY2PS ",9,0,0,"[-1,-1,1,0]","[1,0,1,0]",0,1
"A3P22ONCXSY2PS ",9,1,0,"[-1,-1,1,0]","[1,0,1,0]",0,2
"A3P22ONCXSY2PS ",9,2,0,"[-1,0,-1,0]","[-1,-1,0,1]",1,2
"A3P22ONCXSY2PS ",9,3,0,"[-1,1,0,1]","[-1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",9,4,0,"[-1,-1,-1,0]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",9,5,0,"[0,1,1,-1]","[-1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",9,6,0,"[0,-1,1,-1]","[0,1,0,-1]",0,1
"A3P22ONCXSY2PS ",9,7,0,"[-1,0,0,-1]","[1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",9,8,0,"[-1,-1,0,0]","[-1,0,0,1]",0,1
"A3P22ONCXSY2PS ",9,9,0,"[0,-1,1,1]","[1,1,1,0]",0,2
"A3P22ONCXSY2PS ",9,10,0,"[1,1,0,-1]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",9,11,0,"[-1,-1,0,1]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",10,0,0,"[-1,-1,0,-1]","[-1,1,1,0]",0,1
"A3P22ONCXSY2PS ",10,1,0,"[-1,-1,0,-1]","[-1,1,1,0]",0,1
"A3P22ONCXSY2PS ",10,2,0,"[-1,1,0,-1]","[1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",10,3,0,"[-1,1,0,0]","[-1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",10,4,0,"[-1,0,-1,-1]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",10,5,0,"[-1,1,0,1]","[1,1,0,-1]",1,2
"A3P22ONCXSY2PS ",10,6,0,"[-1,1,0,-1]","[0,-1,1,1]",1,2
"A3P22ONCXSY2PS ",12,0,0,"[1,0,0,1]","[-1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",12,1,0,"[1,0,0,1]","[-1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",12,2,0,"[-1,1,-1,0]","[1,0,0,1]",1,2
"A3P22ONCXSY2PS ",12,3,0,"[0,-1,0,1]","[0,-1,-1,-1]",0,1
"A3P22ONCXSY2PS ",12,4,0,"[0,0,1,1]","[1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",12,5,0,"[-1,-1,0,-1]","[0,-1,0,-1]",0,1
"A3P22ONCXSY2PS ",12,6,0,"[-1,0,0,-1]","[1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",12,7,0,"[0,0,1,1]","[0,-1,-1,-1]",0,1
"A3P22ONCXSY2PS ",12,8,0,"[-1,0,1,1]","[1,1,0,0]",0,1
"A3P22ONCXSY2PS ",12,9,0,"[1,1,0,0]","[1,-1,1,0]",0,1
"A3P22ONCXSY2PS ",12,10,0,"[0,1,-1,-1]","[-1,1,1,0]",1,2
"A3P22ONCXSY2PS ",12,11,0,"[-1,-1,1,0]","[0,-1,1,-1]",0,2
"A3P22ONCXSY2PS ",13,0,0,"[-1,-1,0,1]","[1,0,0,-1]",1,2
"A3P22ONCXSY2PS ",13,1,0,"[-1,-1,0,1]","[1,0,0,-1]",1,2
"A3P22ONCXSY2PS ",13,2,0,"[-1,0,0,-1]","[-1,1,-1,0]",1,2
"A3P22ONCXSY2PS ",13,3,0,"[1,1,-1,0]","[1,0,-1,1]",1,2
"A3P22ONCXSY2PS ",13,4,0,"[1,0,-1,1]","[-1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",13,5,0,"[1,-1,0,0]","[-1,1,0,0]",0,1
"A3P22ONCXSY2PS ",13,6,0,"[-1,0,1,1]","[-1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",13,7,0,"[0,-1,-1,-1]","[1,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",13,8,0,"[-1,-1,0,-1]","[-1,1,1,0]",0,1
"A3P22ONCXSY2PS ",14,0,0,"[-1,-1,-1,0]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",14,1,0,"[-1,-1,-1,0]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",14,2,0,"[1,-1,-1,0]","[1,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",14,3,0,"[1,-1,0,-1]","[-1,1,0,-1]",0,2
"A3P22ONCXSY2PS ",14,4,0,"[-1,1,0,-1]","[-1,1,0,0]",1,2
"A3P22ONCXSY2PS ",14,5,0,"[0,-1,-1,-1]","[1,0,0,1]",1,2
"A3P22ONCXSY2PS ",14,6,0,"[1,0,-1,0]","[-1,1,0,0]",1,2
"A3P22ONCXSY2PS ",14,7,0,"[-1,-1,-1,0]","[1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",14,8,0,"[-1,-1,0,0]","[0,1,1,1]",1,2
"A3P22ONCXSY2PS ",14,9,0,"[-1,0,-1,1]","[1,0,-1,1]",1,2
"A3P22ONCXSY2PS ",14,10,0,"[-1,-1,-1,0]","[-1,0,1,-1]",1,2
"A3P22ONCXSY2PS ",16,0,0,"[1,1,-1,0]","[0,0,1,1]",1,2
"A3P22ONCXSY2PS ",16,1,0,"[1,1,-1,0]","[0,0,1,1]",1,2
"A3P22ONCXSY2PS ",16,2,0,"[-1,0,1,1]","[1,0,1,0]",0,2
"A3P22ONCXSY2PS ",16,3,0,"[-1,0,0,-1]","[0,1,0,-1]",0,1
"A3P22ONCXSY2PS ",16,4,0,"[-1,0,1,-1]","[0,-1,0,1]",0,1
"A3P22ONCXSY2PS ",16,5,0,"[1,-1,0,-1]","[-1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",16,6,0,"[-1,0,0,-1]","[-1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",16,7,0,"[-1,-1,1,0]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",16,8,0,"[0,-1,1,1]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",16,9,0,"[-1,0,-1,0]","[-1,1,0,1]",1,2
"A3P22ONCXSY2PS ",16,10,0,"[1,0,1,1]","[1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",16,11,0,"[0,-1,-1,1]","[0,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",17,0,0,"[0,-1,1,-1]","[-1,1,0,0]",0,1
"A3P22ONCXSY2PS ",17,1,0,"[0,-1,1,-1]","[-1,1,0,0]",0,1
"A3P22ONCXSY2PS ",17,2,0,"[1,1,0,0]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",17,3,0,"[0,-1,0,1]","[0,-1,1,-1]",0,1
"A3P22ONCXSY2PS ",17,4,0,"[-1,0,1,0]","[0,-1,0,1]",0,1
"A3P22ONCXSY2PS ",17,5,0,"[0,-1,1,-1]","[1,1,1,0]",0,1
"A3P22ONCXSY2PS ",17,6,0,"[0,-1,0,1]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",17,7,0,"[0,1,1,-1]","[0,1,-1,1]",0,1
"A3P22ONCXSY2PS ",17,8,0,"[-1,1,1,0]","[0,1,-1,1]",0,1
"A3P22ONCXSY2PS ",17,9,0,"[1,0,-1,1]","[-1,0,-1,-1]",1,2
"A3P22ONCXSY2PS ",17,10,0,"[1,0,-1,-1]","[0,-1,1,1]",1,2
"A3P22ONCXSY2PS ",17,11,0,"[1,1,0,-1]","[-1,-1,0,0]",1,2
"A3P22ONCXSY2PS ",19,0,0,"[0,0,1,1]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",19,1,0,"[0,0,1,1]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",19,2,0,"[-1,-1,0,1]","[1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",19,3,0,"[-1,0,0,1]","[1,1,0,0]",0,1
"A3P22ONCXSY2PS ",19,4,0,"[-1,1,0,-1]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",19,5,0,"[0,1,1,1]","[1,-1,0,-1]",0,2
"A3P22ONCXSY2PS ",19,6,0,"[1,1,-1,0]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",19,7,0,"[-1,-1,0,-1]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",19,8,0,"[-1,0,1,0]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",19,9,0,"[1,0,1,-1]","[1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",19,10,0,"[-1,-1,-1,0]","[-1,0,1,-1]",1,2
"A3P22ONCXSY2PS ",19,11,0,"[0,1,1,1]","[0,1,-1,1]",0,1
"A3P22ONCXSY2PS ",20,0,0,"[0,-1,0,1]","[1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",20,1,0,"[0,-1,0,1]","[1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",20,2,0,"[-1,0,-1,-1]","[1,1,0,-1]",1,2
"A3P22ONCXSY2PS ",20,3,0,"[1,-1,0,0]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",20,4,0,"[0,1,0,-1]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",20,5,0,"[-1,1,1,0]","[1,0,1,1]",0,2
"A3P22ONCXSY2PS ",20,6,0,"[-1,-1,-1,0]","[-1,0,1,0]",1,2
"A3P22ONCXSY2PS ",20,7,0,"[-1,1,0,1]","[1,0,0,-1]",1,2
"A3P22ONCXSY2PS ",20,8,0,"[-1,0,0,-1]","[1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",20,9,0,"[0,1,-1,-1]","[0,-1,-1,1]",1,2
"A3P22ONCXSY2PS ",20,10,0,"[-1,-1,-1,0]","[1,1,1,0]",1,2
"A3P22ONCXSY2PS ",20,11,0,"[0,1,-1,1]","[0,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",22,0,0,"[-1,0,0,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",22,1,0,"[-1,0,0,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",22,2,0,"[-1,-1,0,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",22,3,0,"[1,0,1,1]","[1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",22,4,0,"[0,0,1,1]","[1,0,0,1]",0,1
"A3P22ONCXSY2PS ",22,5,0,"[1,1,0,-1]","[0,1,0,-1]",1,2
"A3P22ONCXSY2PS ",22,6,0,"[0,1,-1,1]","[0,-1,-1,1]",1,2
"A3P22ONCXSY2PS ",22,7,0,"[-1,1,1,0]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",22,8,0,"[0,1,1,-1]","[-1,0,1,-1]",0,2
"A3P22ONCXSY2PS ",22,9,0,"[-1,0,1,1]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",22,10,0,"[0,-1,1,-1]","[0,1,1,-1]",0,2
"A3P22ONCXSY2PS ",22,11,0,"[0,-1,-1,1]","[1,0,0,1]",1,2
"A3P22ONCXSY2PS ",24,0,0,"[0,0,1,1]","[1,0,1,0]",0,2
"A3P22ONCXSY2PS ",24,1,0,"[0,0,1,1]","[1,0,1,0]",0,2
"A3P22ONCXSY2PS ",24,2,0,"[1,-1,1,0]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",24,3,0,"[1,-1,-1,0]","[1,-1,1,0]",1,2
"A3P22ONCXSY2PS ",24,4,0,"[-1,-1,0,0]","[-1,-1,1,0]",0,1
"A3P22ONCXSY2PS ",24,5,0,"[1,0,0,-1]","[-1,-1,0,-1]",0,1
"A3P22ONCXSY2PS ",24,6,0,"[0,-1,1,1]","[-1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",24,7,0,"[0,-1,1,-1]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",24,8,0,"[1,-1,-1,0]","[0,-1,1,-1]",1,2
"A3P22ONCXSY2PS ",24,9,0,"[1,0,0,-1]","[1,-1,0,0]",1,2
"A3P22ONCXSY2PS ",24,10,0,"[1,-1,-1,0]","[-1,-1,1,0]",1,2
"A3P22ONCXSY2PS ",24,11,0,"[-1,0,-1,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",25,0,0,"[-1,1,0,-1]","[-1,0,1,-1]",0,2
"A3P22ONCXSY2PS ",25,1,0,"[-1,1,0,-1]","[-1,0,1,-1]",0,2
"A3P22ONCXSY2PS ",25,2,0,"[1,0,0,1]","[-1,0,1,0]",0,2
"A3P22ONCXSY2PS ",25,3,0,"[1,-1,0,-1]","[1,1,1,0]",1,2
"A3P22ONCXSY2PS ",25,4,0,"[1,1,0,1]","[0,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",25,5,0,"[0,1,-1,1]","[1,0,1,-1]",1,2
"A3P22ONCXSY2PS ",25,6,0,"[-1,-1,1,0]","[1,0,1,-1]",0,2
"A3P22ONCXSY2PS ",25,7,0,"[1,0,0,1]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",25,8,0,"[0,1,-1,-1]","[0,-1,1,1]",1,2
"A3P22ONCXSY2PS ",25,9,0,"[0,1,1,1]","[1,1,0,1]",0,1
"A3P22ONCXSY2PS ",25,10,0,"[-1,-1,0,-1]","[0,-1,0,-1]",0,1
"A3P22ONCXSY2PS ",25,11,0,"[-1,-1,0,1]","[-1,0,-1,-1]",0,1
"A3P22ONCXSY2PS ",27,0,0,"[-1,-1,1,0]","[0,-1,1,-1]",0,2
"A3P22ONCXSY2PS ",27,1,0,"[-1,-1,1,0]","[0,-1,1,-1]",0,2
"A3P22ONCXSY2PS ",27,2,0,"[1,1,0,1]","[1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",27,3,0,"[-1,0,1,1]","[0,-1,-1,1]",0,1
"A3P22ONCXSY2PS ",27,4,0,"[-1,1,1,0]","[1,1,1,0]",0,2
"A3P22ONCXSY2PS ",27,5,0,"[-1,0,1,-1]","[1,-1,1,0]",0,1
"A3P22ONCXSY2PS ",27,6,0,"[-1,0,0,-1]","[-1,0,0,1]",0,1
"A3P22ONCXSY2PS ",27,7,0,"[-1,-1,-1,0]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",27,8,0,"[-1,-1,0,1]","[1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",27,9,0,"[1,1,-1,0]","[0,-1,-1,1]",0,1
"A3P22ONCXSY2PS ",27,10,0,"[1,1,0,0]","[0,-1,0,1]",1,2
"A3P22ONCXSY2PS ",27,11,0,"[0,1,1,-1]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",28,0,0,"[0,-1,1,-1]","[0,-1,-1,-1]",0,1
"A3P22ONCXSY2PS ",28,1,0,"[0,-1,1,-1]","[0,-1,-1,-1]",0,1
"A3P22ONCXSY2PS ",28,2,0,"[0,1,-1,1]","[1,0,1,-1]",1,2
"A3P22ONCXSY2PS ",28,3,0,"[-1,-1,0,1]","[1,1,0,0]",0,1
"A3P22ONCXSY2PS ",28,4,0,"[1,0,1,1]","[1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",29,0,0,"[-1,-1,1,0]","[-1,0,1,1]",0,1
"A3P22ONCXSY2PS ",29,1,0,"[-1,-1,1,0]","[-1,0,1,1]",0,1
"A3P22ONCXSY2PS ",29,2,0,"[1,1,1,0]","[0,0,1,1]",0,1
"A3P22ONCXSY2PS ",29,3,0,"[1,1,-1,0]","[0,0,1,1]",1,2
"A3P22ONCXSY2PS ",29,4,0,"[1,0,0,-1]","[1,1,0,1]",1,2
"A3P22ONCXSY2PS ",29,5,0,"[-1,-1,0,-1]","[0,1,1,-1]",1,2
"A3P22ONCXSY2PS ",29,6,0,"[-1,0,1,0]","[0,-1,-1,1]",1,2
"A3P22ONCXSY2PS ",29,7,0,"[-1,1,0,0]","[-1,-1,0,1]",1,2
"A3P22ONCXSY2PS ",29,8,0,"[-1,-1,0,1]","[1,0,1,1]",1,2
"A3P22ONCXSY2PS ",29,9,0,"[1,-1,0,1]","[-1,1,1,0]",1,2
"A3P22ONCXSY2PS ",29,10,0,"[1,1,0,1]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",29,11,0,"[-1,-1,-1,0]","[1,1,1,0]",1,2
"A3P22ONCXSY2PS ",30,0,0,"[1,0,1,0]","[-1,0,1,0]",0,1
"A3P22ONCXSY2PS ",30,1,0,"[1,0,1,0]","[-1,0,1,0]",0,1
"A3P22ONCXSY2PS ",30,2,0,"[-1,1,0,1]","[-1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",30,3,0,"[1,0,1,-1]","[1,1,0,0]",0,1
"A3P22ONCXSY2PS ",30,4,0,"[0,1,1,1]","[1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",30,5,0,"[0,1,-1,-1]","[-1,0,-1,-1]",1,2
"A3P22ONCXSY2PS ",30,6,0,"[-1,0,-1,1]","[1,-1,0,0]",1,2
"A3P22ONCXSY2PS ",30,7,0,"[0,-1,0,1]","[-1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",30,8,0,"[-1,0,0,1]","[0,1,1,1]",0,1
"A3P22ONCXSY2PS ",30,9,0,"[1,0,1,1]","[-1,1,1,0]",1,2
"A3P22ONCXSY2PS ",30,10,0,"[-1,-1,0,0]","[-1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",30,11,0,"[-1,0,1,-1]","[-1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",31,0,0,"[1,0,-1,1]","[1,1,0,0]",1,2
"A3P22ONCXSY2PS ",31,1,0,"[1,0,-1,1]","[1,1,0,0]",1,2
"A3P22ONCXSY2PS ",31,2,0,"[-1,1,1,0]","[-1,0,1,1]",0,2
"A3P22ONCXSY2PS ",31,3,0,"[1,-1,-1,0]","[0,1,1,1]",1,2
"A3P22ONCXSY2PS ",31,4,0,"[1,0,-1,1]","[-1,1,0,-1]",1,2
"A3P22ONCXSY2PS ",31,5,0,"[-1,1,1,0]","[0,1,-1,-1]",0,1
"A3P22ONCXSY2PS ",31,6,0,"[0,0,1,1]","[0,1,0,-1]",0,1
"A3P22ONCXSY2PS ",31,7,0,"[1,0,1,1]","[1,-1,0,1]",0,2
"A3P22ONCXSY2PS ",31,8,0,"[-1,1,0,-1]","[-1,0,1,1]",0,2
"A3P22ONCXSY2PS ",31,9,0,"[-1,0,-1,0]","[1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",31,10,0,"[0,0,1,1]","[-1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",31,11,0,"[-1,0,-1,1]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",32,0,0,"[-1,0,-1,-1]","[1,-1,0,0]",0,1
"A3P22ONCXSY2PS ",32,1,0,"[-1,0,-1,-1]","[1,-1,0,0]",1,2
"A3P22ONCXSY2PS ",32,2,0,"[-1,0,1,1]","[-1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",32,3,0,"[0,1,-1,-1]","[0,1,1,-1]",1,2
"A3P22ONCXSY2PS ",32,4,0,"[1,0,0,1]","[1,-1,1,0]",1,2
"A3P22ONCXSY2PS ",32,5,0,"[-1,0,1,0]","[1,1,0,1]",1,2
"A3P22ONCXSY2PS ",32,6,0,"[-1,0,0,-1]","[1,1,0,-1]",1,2
"A3P22ONCXSY2PS ",32,7,0,"[-1,-1,0,1]","[1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",32,8,0,"[0,-1,0,-1]","[1,1,0,0]",1,2
"A3P22ONCXSY2PS ",33,0,0,"[-1,0,-1,0]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",33,1,0,"[-1,0,-1,0]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",33,2,0,"[-1,0,-1,-1]","[1,-1,1,0]",1,2
"A3P22ONCXSY2PS ",33,3,0,"[-1,-1,0,1]","[-1,0,1,0]",1,2
"A3P22ONCXSY2PS ",33,4,0,"[-1,-1,0,0]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",33,5,0,"[0,-1,0,1]","[-1,-1,0,-1]",0,1
"A3P22ONCXSY2PS ",33,6,0,"[0,1,1,1]","[0,1,-1,1]",0,1
"A3P22ONCXSY2PS ",33,7,0,"[0,-1,1,1]","[1,0,1,1]",0,2
"A3P22ONCXSY2PS ",33,8,0,"[-1,-1,0,0]","[-1,0,1,1]",0,2
"A3P22ONCXSY2PS ",33,9,0,"[-1,1,0,0]","[-1,0,1,1]",0,2
"A3P22ONCXSY2PS ",33,10,0,"[-1,0,1,1]","[0,1,0,-1]",0,1
"A3P22ONCXSY2PS ",33,11,0,"[1,-1,1,0]","[-1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",34,0,0,"[0,1,-1,-1]","[-1,0,-1,0]",1,2
"A3P22ONCXSY2PS ",35,0,0,"[-1,0,-1,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",35,1,0,"[-1,0,-1,1]","[1,0,1,0]",1,2
"A3P22ONCXSY2PS ",35,2,0,"[1,0,0,1]","[-1,0,0,-1]",0,1
"A3P22ONCXSY2PS ",35,3,0,"[0,-1,1,-1]","[-1,1,0,1]",0,1
"A3P22ONCXSY2PS ",35,4,0,"[0,-1,-1,-1]","[1,0,0,1]",0,1
"A3P22ONCXSY2PS ",35,5,0,"[1,-1,1,0]","[1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",35,6,0,"[1,-1,0,0]","[0,1,-1,1]",0,1
"A3P22ONCXSY2PS ",35,7,0,"[-1,0,1,0]","[1,0,1,0]",0,2
"A3P22ONCXSY2PS ",35,8,0,"[1,1,0,-1]","[-1,1,0,1]",0,1
"A3P22ONCXSY2PS ",35,9,0,"[-1,0,1,1]","[-1,-1,-1,0]",0,1
"A3P22ONCXSY2PS ",35,10,0,"[0,1,0,-1]","[-1,0,-1,0]",0,1
"A3P22ONCXSY2PS ",35,11,0,"[1,0,1,0]","[-1,0,0,1]",0,1
"A3P22ONCXSY2PS ",36,0,0,"[1,-1,0,0]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",36,1,0,"[1,-1,0,0]","[-1,0,-1,1]",0,1
"A3P22ONCXSY2PS ",36,2,0,"[1,-1,0,0]","[-1,1,0,0]",0,1
"A3P22ONCXSY2PS ",36,3,0,"[-1,0,-1,0]","[0,1,-1,-1]",1,2
"A3P22ONCXSY2PS ",36,4,0,"[-1,0,1,0]","[-1,-1,0,1]",0,1
"A3P22ONCXSY2PS ",36,5,0,"[0,-1,-1,1]","[0,-1,0,-1]",1,2
"A3P22ONCXSY2PS ",36,6,0,"[1,0,0,-1]","[1,0,0,1]",1,2
"A3P22ONCXSY2PS ",36,7,0,"[-1,1,-1,0]","[-1,1,1,0]",1,2
"A3P22ONCXSY2PS ",36,8,0,"[-1,0,1,0]","[1,1,0,-1]",0,1
"A3P22ONCXSY2PS ",36,9,0,"[0,0,1,1]","[1,1,-1,0]",0,1
"A3P22ONCXSY2PS ",36,10,0,"[0,-1,-1,-1]","[-1,0,1,1]",1,2
"A3P22ONCXSY2PS ",36,11,0,"[0,1,-1,1]","[0,1,-1,-1]",0,1
